time,state_mean,state_variance,one_step_forecast,one_step_variance
0,0.0,1.0,,
1,-0.014071701469995115,0.6309963099630996,0.0,2.75
2,-0.3805942824928739,0.5696274302084421,-0.014071701469995115,2.3809963099630997
3,-0.7823165951977131,0.556627522682872,-0.3805942824928739,2.319627430208442
4,-1.386583165852994,0.5536438092567254,-0.7823165951977131,2.306627522682872
5,-1.8023713285120877,0.5529352624856058,-1.386583165852994,2.3036438092567253
6,-1.493663233147764,0.5527651570637242,-1.8023713285120877,2.302935262485606
7,-0.4676930390312559,0.55272468100855,-1.493663233147764,2.302765157063724
8,-3.8349475486657614,0.5527153840049434,-0.4676930390312559,2.30272468100855
9,-3.266083360663862,0.5527134240762125,-3.8349475486657614,2.3027153840049435
10,-3.1137229998494944,0.552713096115895,-3.266083360663862,2.3027134240762126
11,-3.717097694454703,0.5527130848832839,-3.1137229998494944,2.302713096115895
12,-3.1478697539058884,0.552713112432949,-3.717097694454703,2.3027130848832837
13,-2.8186580246694315,0.552713132174245,-3.1478697539058884,2.302713112432949
14,-2.7897384112600214,0.5527131425031462,-2.8186580246694315,2.302713132174245
15,-1.7780759605798724,0.5527131473351156,-2.7897384112600214,2.302713142503146
16,-1.7105130630761676,0.5527131494778954,-1.7780759605798724,2.3027131473351155
17,-1.6747747133901403,0.5527131504010405,-1.7105130630761676,2.3027131494778956
18,-1.8612627731942337,0.552713150792163,-1.6747747133901403,2.3027131504010407
19,-1.7845883426158329,0.5527131509562275,-1.8612627731942337,2.302713150792163
20,-2.4680314267267534,0.5527131510246283,-1.7845883426158329,2.3027131509562278
21,-1.935524686390033,0.5527131510530375,-2.4680314267267534,2.302713151024628
22,-2.3333517447531458,0.552713151064809,-1.935524686390033,2.3027131510530374
23,-2.935464242459184,0.5527131510696793,-2.3333517447531458,2.302713151064809
24,-1.3331104405109295,0.5527131510716925,-2.935464242459184,2.302713151069679
25,-0.0816424101040687,0.5527131510725242,-1.3331104405109295,2.3027131510716927
26,0.4335094583094985,0.5527131510728676,-0.0816424101040687,2.302713151072524
27,0.5915218189306702,0.5527131510730092,0.4335094583094985,2.302713151072868
28,0.573092397956495,0.5527131510730678,0.5915218189306702,2.302713151073009
29,0.9699103533155384,0.552713151073092,0.573092397956495,2.3027131510730676
30,1.1904858391492499,0.552713151073102,0.9699103533155384,2.302713151073092
31,2.1661531656300843,0.552713151073106,1.1904858391492499,2.3027131510731023
32,2.018066854555666,0.5527131510731078,2.1661531656300843,2.302713151073106
33,3.0268660946346078,0.5527131510731086,2.018066854555666,2.3027131510731076
34,1.8914697440389086,0.5527131510731088,3.0268660946346078,2.3027131510731085
35,2.133225313271242,0.5527131510731089,1.8914697440389086,2.302713151073109
36,3.176991030310009,0.552713151073109,2.133225313271242,2.302713151073109
37,3.5901600516510785,0.552713151073109,3.176991030310009,2.302713151073109
38,3.592699006190455,0.552713151073109,3.5901600516510785,2.302713151073109
39,2.1112319458537074,0.552713151073109,3.592699006190455,2.302713151073109
40,2.994768216984766,0.552713151073109,2.1112319458537074,2.302713151073109
41,3.2381793968136763,0.552713151073109,2.994768216984766,2.302713151073109
42,2.3078589878803477,0.552713151073109,3.2381793968136763,2.302713151073109
43,0.3590206114760275,0.552713151073109,2.3078589878803477,2.302713151073109
44,-1.0814567069130177,0.552713151073109,0.3590206114760275,2.302713151073109
45,-0.7482368866366146,0.552713151073109,-1.0814567069130177,2.302713151073109
46,-1.4056901160816353,0.552713151073109,-0.7482368866366146,2.302713151073109
47,-2.4411148769429456,0.552713151073109,-1.4056901160816353,2.302713151073109
48,-3.8830543114275335,0.552713151073109,-2.4411148769429456,2.302713151073109
49,-4.258774588201327,0.552713151073109,-3.8830543114275335,2.302713151073109
50,-4.448007404646441,0.552713151073109,-4.258774588201327,2.302713151073109
51,-3.6835452722231015,0.552713151073109,-4.448007404646441,2.302713151073109
52,-3.0652464071423577,0.552713151073109,-3.6835452722231015,2.302713151073109
53,-2.0782825357528587,0.552713151073109,-3.0652464071423577,2.302713151073109
54,-2.5165420245532486,0.552713151073109,-2.0782825357528587,2.302713151073109
55,-1.836205564428171,0.552713151073109,-2.5165420245532486,2.302713151073109
56,-3.6183428953329715,0.552713151073109,-1.836205564428171,2.302713151073109
57,-3.364788029286639,0.552713151073109,-3.6183428953329715,2.302713151073109
58,-2.648907220400181,0.552713151073109,-3.364788029286639,2.302713151073109
59,-3.850208763208971,0.552713151073109,-2.648907220400181,2.302713151073109
60,-4.357481345748836,0.552713151073109,-3.850208763208971,2.302713151073109
61,-4.926191436825873,0.552713151073109,-4.357481345748836,2.302713151073109
62,-5.613046990323742,0.552713151073109,-4.926191436825873,2.302713151073109
63,-4.710815064928952,0.552713151073109,-5.613046990323742,2.302713151073109
64,-5.239646889312984,0.552713151073109,-4.710815064928952,2.302713151073109
65,-5.526351574692278,0.552713151073109,-5.239646889312984,2.302713151073109
66,-5.9592264580620435,0.552713151073109,-5.526351574692278,2.302713151073109
67,-5.2894781255716605,0.552713151073109,-5.9592264580620435,2.302713151073109
68,-5.01379690061122,0.552713151073109,-5.2894781255716605,2.302713151073109
69,-4.929841663799343,0.552713151073109,-5.01379690061122,2.302713151073109
70,-4.836938212885361,0.552713151073109,-4.929841663799343,2.302713151073109
71,-5.741010127781882,0.552713151073109,-4.836938212885361,2.302713151073109
72,-4.96813398576311,0.552713151073109,-5.741010127781882,2.302713151073109
73,-4.425744510311921,0.552713151073109,-4.96813398576311,2.302713151073109
74,-4.809418097819553,0.552713151073109,-4.425744510311921,2.302713151073109
75,-5.649437763343271,0.552713151073109,-4.809418097819553,2.302713151073109
76,-7.588989025813312,0.552713151073109,-5.649437763343271,2.302713151073109
77,-6.8099680851235425,0.552713151073109,-7.588989025813312,2.302713151073109
78,-6.512213654044665,0.552713151073109,-6.8099680851235425,2.302713151073109
79,-7.580051784193032,0.552713151073109,-6.512213654044665,2.302713151073109
80,-7.017825835572863,0.552713151073109,-7.580051784193032,2.302713151073109
81,-7.5020577250199665,0.552713151073109,-7.017825835572863,2.302713151073109
82,-6.680695565765892,0.552713151073109,-7.5020577250199665,2.302713151073109
83,-5.6318591513636465,0.552713151073109,-6.680695565765892,2.302713151073109
84,-4.9320028257405,0.552713151073109,-5.6318591513636465,2.302713151073109
85,-6.361430154641248,0.552713151073109,-4.9320028257405,2.302713151073109
86,-6.170479338177352,0.552713151073109,-6.361430154641248,2.302713151073109
87,-5.628817573045844,0.552713151073109,-6.170479338177352,2.302713151073109
88,-6.077956394872038,0.552713151073109,-5.628817573045844,2.302713151073109
89,-7.370992325667649,0.552713151073109,-6.077956394872038,2.302713151073109
90,-6.811612489067364,0.552713151073109,-7.370992325667649,2.302713151073109
91,-8.272432879791603,0.552713151073109,-6.811612489067364,2.302713151073109
92,-6.9209702001695526,0.552713151073109,-8.272432879791603,2.302713151073109
93,-6.525872577865614,0.552713151073109,-6.9209702001695526,2.302713151073109
94,-7.8784944298988275,0.552713151073109,-6.525872577865614,2.302713151073109
95,-9.181763781248868,0.552713151073109,-7.8784944298988275,2.302713151073109
96,-8.365645511350857,0.552713151073109,-9.181763781248868,2.302713151073109
97,-8.590146723281377,0.552713151073109,-8.365645511350857,2.302713151073109
98,-9.104871762129033,0.552713151073109,-8.590146723281377,2.302713151073109
99,-9.756102039524938,0.552713151073109,-9.104871762129033,2.302713151073109
100,-9.888779529779598,0.552713151073109,-9.756102039524938,2.302713151073109
101,-11.101213731635227,0.552713151073109,-9.888779529779598,2.302713151073109
102,-11.6520393086459,0.552713151073109,-11.101213731635227,2.302713151073109
103,-10.86110820194811,0.552713151073109,-11.6520393086459,2.302713151073109
104,-9.81230577500164,0.552713151073109,-10.86110820194811,2.302713151073109
105,-10.246575856849894,0.552713151073109,-9.81230577500164,2.302713151073109
106,-9.554455614508552,0.552713151073109,-10.246575856849894,2.302713151073109
107,-9.318624527229748,0.552713151073109,-9.554455614508552,2.302713151073109
108,-9.05637390051893,0.552713151073109,-9.318624527229748,2.302713151073109
109,-11.59722736511719,0.552713151073109,-9.05637390051893,2.302713151073109
110,-11.182605955866213,0.552713151073109,-11.59722736511719,2.302713151073109
111,-12.029867008321073,0.552713151073109,-11.182605955866213,2.302713151073109
112,-11.05166901974404,0.552713151073109,-12.029867008321073,2.302713151073109
113,-11.389222215181196,0.552713151073109,-11.05166901974404,2.302713151073109
114,-11.876267821144074,0.552713151073109,-11.389222215181196,2.302713151073109
115,-11.615028869182485,0.552713151073109,-11.876267821144074,2.302713151073109
116,-9.958656884995328,0.552713151073109,-11.615028869182485,2.302713151073109
117,-10.512904633499204,0.552713151073109,-9.958656884995328,2.302713151073109
118,-10.64570792153862,0.552713151073109,-10.512904633499204,2.302713151073109
119,-10.472221873867014,0.552713151073109,-10.64570792153862,2.302713151073109
120,-11.369041503054792,0.552713151073109,-10.472221873867014,2.302713151073109
121,-11.188059975445936,0.552713151073109,-11.369041503054792,2.302713151073109
122,-11.789039411038468,0.552713151073109,-11.188059975445936,2.302713151073109
123,-12.100334605795021,0.552713151073109,-11.789039411038468,2.302713151073109
124,-12.15501462595077,0.552713151073109,-12.100334605795021,2.302713151073109
125,-12.823980602391575,0.552713151073109,-12.15501462595077,2.302713151073109
126,-13.095031017520824,0.552713151073109,-12.823980602391575,2.302713151073109
127,-11.834292974580038,0.552713151073109,-13.095031017520824,2.302713151073109
128,-11.034833809763835,0.552713151073109,-11.834292974580038,2.302713151073109
129,-10.781470554628193,0.552713151073109,-11.034833809763835,2.302713151073109
130,-9.848730285628834,0.552713151073109,-10.781470554628193,2.302713151073109
131,-10.699557753899,0.552713151073109,-9.848730285628834,2.302713151073109
132,-10.608540918299685,0.552713151073109,-10.699557753899,2.302713151073109
133,-11.407476248957389,0.552713151073109,-10.608540918299685,2.302713151073109
134,-11.14812460068169,0.552713151073109,-11.407476248957389,2.302713151073109
135,-11.386337793713112,0.552713151073109,-11.14812460068169,2.302713151073109
136,-10.089639514219,0.552713151073109,-11.386337793713112,2.302713151073109
137,-10.83014441536214,0.552713151073109,-10.089639514219,2.302713151073109
138,-11.962666300541727,0.552713151073109,-10.83014441536214,2.302713151073109
139,-11.378203227687218,0.552713151073109,-11.962666300541727,2.302713151073109
140,-11.778102614572703,0.552713151073109,-11.378203227687218,2.302713151073109
141,-11.869119575396775,0.552713151073109,-11.778102614572703,2.302713151073109
142,-12.343598487218427,0.552713151073109,-11.869119575396775,2.302713151073109
143,-13.311540817872281,0.552713151073109,-12.343598487218427,2.302713151073109
144,-12.182570535016703,0.552713151073109,-13.311540817872281,2.302713151073109
145,-12.019240443841037,0.552713151073109,-12.182570535016703,2.302713151073109
146,-11.052646255566088,0.552713151073109,-12.019240443841037,2.302713151073109
147,-10.882159264305821,0.552713151073109,-11.052646255566088,2.302713151073109
148,-11.777062685417526,0.552713151073109,-10.882159264305821,2.302713151073109
149,-11.492001801126099,0.552713151073109,-11.777062685417526,2.302713151073109
150,-12.588707090356202,0.552713151073109,-11.492001801126099,2.302713151073109
151,-12.404543841328538,0.552713151073109,-12.588707090356202,2.302713151073109
152,-12.470639104511942,0.552713151073109,-12.404543841328538,2.302713151073109
153,-13.113664794479721,0.552713151073109,-12.470639104511942,2.302713151073109
154,-13.770085465017326,0.552713151073109,-13.113664794479721,2.302713151073109
155,-14.611983034977234,0.552713151073109,-13.770085465017326,2.302713151073109
156,-14.835404017538567,0.552713151073109,-14.611983034977234,2.302713151073109
157,-14.536077267381739,0.552713151073109,-14.835404017538567,2.302713151073109
158,-14.290757620039669,0.552713151073109,-14.536077267381739,2.302713151073109
159,-13.15839017862021,0.552713151073109,-14.290757620039669,2.302713151073109
160,-13.61664907000642,0.552713151073109,-13.15839017862021,2.302713151073109
161,-12.211699149046732,0.552713151073109,-13.61664907000642,2.302713151073109
162,-13.298653555261014,0.552713151073109,-12.211699149046732,2.302713151073109
163,-11.294381579990034,0.552713151073109,-13.298653555261014,2.302713151073109
164,-13.235966812714686,0.552713151073109,-11.294381579990034,2.302713151073109
165,-13.209042446457742,0.552713151073109,-13.235966812714686,2.302713151073109
166,-11.706646062949638,0.552713151073109,-13.209042446457742,2.302713151073109
167,-11.61636348830192,0.552713151073109,-11.706646062949638,2.302713151073109
168,-11.7634080131545,0.552713151073109,-11.61636348830192,2.302713151073109
169,-10.627025131900247,0.552713151073109,-11.7634080131545,2.302713151073109
170,-11.145681365378778,0.552713151073109,-10.627025131900247,2.302713151073109
171,-11.233307596732596,0.552713151073109,-11.145681365378778,2.302713151073109
172,-11.528357345586459,0.552713151073109,-11.233307596732596,2.302713151073109
173,-11.913687955981485,0.552713151073109,-11.528357345586459,2.302713151073109
174,-11.121613399442536,0.552713151073109,-11.913687955981485,2.302713151073109
175,-10.259683516901775,0.552713151073109,-11.121613399442536,2.302713151073109
176,-12.246372559085229,0.552713151073109,-10.259683516901775,2.302713151073109
177,-11.458282310017337,0.552713151073109,-12.246372559085229,2.302713151073109
178,-10.984833378408466,0.552713151073109,-11.458282310017337,2.302713151073109
179,-10.67787888077774,0.552713151073109,-10.984833378408466,2.302713151073109
180,-10.923981200813891,0.552713151073109,-10.67787888077774,2.302713151073109
181,-9.885737881984376,0.552713151073109,-10.923981200813891,2.302713151073109
182,-10.60904838998957,0.552713151073109,-9.885737881984376,2.302713151073109
183,-11.369134970682637,0.552713151073109,-10.60904838998957,2.302713151073109
184,-13.190830365459263,0.552713151073109,-11.369134970682637,2.302713151073109
185,-12.674551782316184,0.552713151073109,-13.190830365459263,2.302713151073109
186,-13.073484242546874,0.552713151073109,-12.674551782316184,2.302713151073109
187,-12.636571650710875,0.552713151073109,-13.073484242546874,2.302713151073109
188,-13.679432704890155,0.552713151073109,-12.636571650710875,2.302713151073109
189,-14.876869290810534,0.552713151073109,-13.679432704890155,2.302713151073109
190,-14.556733440759057,0.552713151073109,-14.876869290810534,2.302713151073109
191,-15.021409319222046,0.552713151073109,-14.556733440759057,2.302713151073109
192,-15.122106482471715,0.552713151073109,-15.021409319222046,2.302713151073109
193,-15.57233412500915,0.552713151073109,-15.122106482471715,2.302713151073109
194,-14.46853626940525,0.552713151073109,-15.57233412500915,2.302713151073109
195,-14.854398546249381,0.552713151073109,-14.46853626940525,2.302713151073109
196,-16.713201230850807,0.552713151073109,-14.854398546249381,2.302713151073109
197,-17.662163263271015,0.552713151073109,-16.713201230850807,2.302713151073109
198,-18.190952759471806,0.552713151073109,-17.662163263271015,2.302713151073109
199,-16.95219129607352,0.552713151073109,-18.190952759471806,2.302713151073109
200,-15.829801604456843,0.552713151073109,-16.95219129607352,2.302713151073109
201,-13.498912310258739,0.552713151073109,-15.829801604456843,2.302713151073109
202,-14.451404657373054,0.552713151073109,-13.498912310258739,2.302713151073109
203,-14.20012040705694,0.552713151073109,-14.451404657373054,2.302713151073109
204,-13.345704054532693,0.552713151073109,-14.20012040705694,2.302713151073109
205,-12.639478109222551,0.552713151073109,-13.345704054532693,2.302713151073109
206,-12.427068070184266,0.552713151073109,-12.639478109222551,2.302713151073109
207,-11.842430029314178,0.552713151073109,-12.427068070184266,2.302713151073109
208,-11.750895235040128,0.552713151073109,-11.842430029314178,2.302713151073109
209,-11.874596643127282,0.552713151073109,-11.750895235040128,2.302713151073109
210,-12.217614322982685,0.552713151073109,-11.874596643127282,2.302713151073109
211,-10.607626209075637,0.552713151073109,-12.217614322982685,2.302713151073109
212,-10.788606647889102,0.552713151073109,-10.607626209075637,2.302713151073109
213,-11.314303069250547,0.552713151073109,-10.788606647889102,2.302713151073109
214,-11.662441701478828,0.552713151073109,-11.314303069250547,2.302713151073109
215,-12.207399539401752,0.552713151073109,-11.662441701478828,2.302713151073109
216,-12.076466830839824,0.552713151073109,-12.207399539401752,2.302713151073109
217,-12.487151375998668,0.552713151073109,-12.076466830839824,2.302713151073109
218,-13.337439008734718,0.552713151073109,-12.487151375998668,2.302713151073109
219,-12.515799410373091,0.552713151073109,-13.337439008734718,2.302713151073109
220,-12.37085663265441,0.552713151073109,-12.515799410373091,2.302713151073109
221,-12.766972095577016,0.552713151073109,-12.37085663265441,2.302713151073109
222,-12.476896123829428,0.552713151073109,-12.766972095577016,2.302713151073109
223,-10.561102050027587,0.552713151073109,-12.476896123829428,2.302713151073109
224,-11.124426047741068,0.552713151073109,-10.561102050027587,2.302713151073109
225,-11.923836947540773,0.552713151073109,-11.124426047741068,2.302713151073109
226,-12.602488582679612,0.552713151073109,-11.923836947540773,2.302713151073109
227,-11.677009764618422,0.552713151073109,-12.602488582679612,2.302713151073109
228,-11.286815430392746,0.552713151073109,-11.677009764618422,2.302713151073109
229,-11.854917258398531,0.552713151073109,-11.286815430392746,2.302713151073109
230,-12.296356230355073,0.552713151073109,-11.854917258398531,2.302713151073109
231,-11.88030282404416,0.552713151073109,-12.296356230355073,2.302713151073109
232,-11.692157441580282,0.552713151073109,-11.88030282404416,2.302713151073109
233,-12.107539895531868,0.552713151073109,-11.692157441580282,2.302713151073109
234,-12.31587977984929,0.552713151073109,-12.107539895531868,2.302713151073109
235,-13.19024790825499,0.552713151073109,-12.31587977984929,2.302713151073109
236,-13.3407160028963,0.552713151073109,-13.19024790825499,2.302713151073109
237,-13.54471595914682,0.552713151073109,-13.3407160028963,2.302713151073109
238,-13.110875392790591,0.552713151073109,-13.54471595914682,2.302713151073109
239,-13.635501759012659,0.552713151073109,-13.110875392790591,2.302713151073109
240,-13.034710488202355,0.552713151073109,-13.635501759012659,2.302713151073109
241,-13.154378746690982,0.552713151073109,-13.034710488202355,2.302713151073109
242,-13.843326764309081,0.552713151073109,-13.154378746690982,2.302713151073109
243,-12.5773375883461,0.552713151073109,-13.843326764309081,2.302713151073109
244,-14.03057165392555,0.552713151073109,-12.5773375883461,2.302713151073109
245,-12.619651004460238,0.552713151073109,-14.03057165392555,2.302713151073109
246,-13.540463940836451,0.552713151073109,-12.619651004460238,2.302713151073109
247,-12.72150829897039,0.552713151073109,-13.540463940836451,2.302713151073109
248,-12.545112767065135,0.552713151073109,-12.72150829897039,2.302713151073109
249,-10.75213754428229,0.552713151073109,-12.545112767065135,2.302713151073109
250,-9.249833487545718,0.552713151073109,-10.75213754428229,2.302713151073109
251,-8.937700171752192,0.552713151073109,-9.249833487545718,2.302713151073109
252,-9.683049435758468,0.552713151073109,-8.937700171752192,2.302713151073109
253,-10.603064115304427,0.552713151073109,-9.683049435758468,2.302713151073109
254,-9.804576125635569,0.552713151073109,-10.603064115304427,2.302713151073109
255,-8.927594729311252,0.552713151073109,-9.804576125635569,2.302713151073109
256,-9.415445795688784,0.552713151073109,-8.927594729311252,2.302713151073109
257,-10.193299030009149,0.552713151073109,-9.415445795688784,2.302713151073109
258,-11.488211820527134,0.552713151073109,-10.193299030009149,2.302713151073109
259,-11.785871719799845,0.552713151073109,-11.488211820527134,2.302713151073109
260,-12.047473013113295,0.552713151073109,-11.785871719799845,2.302713151073109
261,-13.039491897448212,0.552713151073109,-12.047473013113295,2.302713151073109
262,-11.811510343248536,0.552713151073109,-13.039491897448212,2.302713151073109
263,-11.753854332560223,0.552713151073109,-11.811510343248536,2.302713151073109
264,-11.37432665409657,0.552713151073109,-11.753854332560223,2.302713151073109
265,-9.975111311935445,0.552713151073109,-11.37432665409657,2.302713151073109
266,-10.194398947960886,0.552713151073109,-9.975111311935445,2.302713151073109
267,-9.516527436955284,0.552713151073109,-10.194398947960886,2.302713151073109
268,-9.434195328495196,0.552713151073109,-9.516527436955284,2.302713151073109
269,-8.771756294803147,0.552713151073109,-9.434195328495196,2.302713151073109
270,-8.939484891013512,0.552713151073109,-8.771756294803147,2.302713151073109
271,-8.331896094532086,0.552713151073109,-8.939484891013512,2.302713151073109
272,-7.423639379201793,0.552713151073109,-8.331896094532086,2.302713151073109
273,-7.935894840829284,0.552713151073109,-7.423639379201793,2.302713151073109
274,-9.39913911640907,0.552713151073109,-7.935894840829284,2.302713151073109
275,-9.543048368221278,0.552713151073109,-9.39913911640907,2.302713151073109
276,-10.029360916094834,0.552713151073109,-9.543048368221278,2.302713151073109
277,-10.439376875281216,0.552713151073109,-10.029360916094834,2.302713151073109
278,-11.344641748659324,0.552713151073109,-10.439376875281216,2.302713151073109
279,-10.665246905290005,0.552713151073109,-11.344641748659324,2.302713151073109
280,-10.383858462334395,0.552713151073109,-10.665246905290005,2.302713151073109
281,-11.251008171307522,0.552713151073109,-10.383858462334395,2.302713151073109
282,-12.31409775914201,0.552713151073109,-11.251008171307522,2.302713151073109
283,-12.179004116177437,0.552713151073109,-12.31409775914201,2.302713151073109
284,-12.042422500079203,0.552713151073109,-12.179004116177437,2.302713151073109
285,-13.902281500334379,0.552713151073109,-12.042422500079203,2.302713151073109
286,-13.724241516326076,0.552713151073109,-13.902281500334379,2.302713151073109
287,-13.12211645632644,0.552713151073109,-13.724241516326076,2.302713151073109
288,-13.61125472295663,0.552713151073109,-13.12211645632644,2.302713151073109
289,-12.78311026226926,0.552713151073109,-13.61125472295663,2.302713151073109
290,-13.990412036081786,0.552713151073109,-12.78311026226926,2.302713151073109
291,-12.878635578551096,0.552713151073109,-13.990412036081786,2.302713151073109
292,-12.50553382185057,0.552713151073109,-12.878635578551096,2.302713151073109
293,-11.194703577200052,0.552713151073109,-12.50553382185057,2.302713151073109
294,-10.844334208994182,0.552713151073109,-11.194703577200052,2.302713151073109
295,-10.446885230656916,0.552713151073109,-10.844334208994182,2.302713151073109
296,-8.727370920551266,0.552713151073109,-10.446885230656916,2.302713151073109
297,-9.291309581996522,0.552713151073109,-8.727370920551266,2.302713151073109
298,-10.427940313052028,0.552713151073109,-9.291309581996522,2.302713151073109
299,-11.593211280855297,0.552713151073109,-10.427940313052028,2.302713151073109
300,-12.158701866847686,0.552713151073109,-11.593211280855297,2.302713151073109
301,-10.834322156870861,0.552713151073109,-12.158701866847686,2.302713151073109
302,-10.920100519384057,0.552713151073109,-10.834322156870861,2.302713151073109
303,-11.580212009630651,0.552713151073109,-10.920100519384057,2.302713151073109
304,-9.264942408378392,0.552713151073109,-11.580212009630651,2.302713151073109
305,-8.13151641485092,0.552713151073109,-9.264942408378392,2.302713151073109
306,-9.111448685458578,0.552713151073109,-8.13151641485092,2.302713151073109
307,-9.297779425917472,0.552713151073109,-9.111448685458578,2.302713151073109
308,-9.957738196802522,0.552713151073109,-9.297779425917472,2.302713151073109
309,-10.013465793208868,0.552713151073109,-9.957738196802522,2.302713151073109
310,-9.156858868682324,0.552713151073109,-10.013465793208868,2.302713151073109
311,-7.324371204411931,0.552713151073109,-9.156858868682324,2.302713151073109
312,-6.847287305541352,0.552713151073109,-7.324371204411931,2.302713151073109
313,-6.6819962042464685,0.552713151073109,-6.847287305541352,2.302713151073109
314,-8.333173445045823,0.552713151073109,-6.6819962042464685,2.302713151073109
315,-9.049048263477097,0.552713151073109,-8.333173445045823,2.302713151073109
316,-9.407133603444107,0.552713151073109,-9.049048263477097,2.302713151073109
317,-8.55112426877808,0.552713151073109,-9.407133603444107,2.302713151073109
318,-8.454244400028402,0.552713151073109,-8.55112426877808,2.302713151073109
319,-8.294140773342551,0.552713151073109,-8.454244400028402,2.302713151073109
320,-8.851923538210674,0.552713151073109,-8.294140773342551,2.302713151073109
321,-9.411990584958573,0.552713151073109,-8.851923538210674,2.302713151073109
322,-9.867360214249773,0.552713151073109,-9.411990584958573,2.302713151073109
323,-11.011728694486937,0.552713151073109,-9.867360214249773,2.302713151073109
324,-8.228718213033748,0.552713151073109,-11.011728694486937,2.302713151073109
325,-7.470836402066719,0.552713151073109,-8.228718213033748,2.302713151073109
326,-8.539418323970999,0.552713151073109,-7.470836402066719,2.302713151073109
327,-7.002869381164195,0.552713151073109,-8.539418323970999,2.302713151073109
328,-6.878645640833238,0.552713151073109,-7.002869381164195,2.302713151073109
329,-5.84491790370934,0.552713151073109,-6.878645640833238,2.302713151073109
330,-7.394151581243753,0.552713151073109,-5.84491790370934,2.302713151073109
331,-8.179586252682364,0.552713151073109,-7.394151581243753,2.302713151073109
332,-7.93756092518409,0.552713151073109,-8.179586252682364,2.302713151073109
333,-8.055760407750514,0.552713151073109,-7.93756092518409,2.302713151073109
